77382	11.709618	0.603407	1
8217	1.798730	1.022648	2
38810	2.168523	1.602039	1
75942	11.159904	1.277177	1
13321	3.991410	1.389459	2
6797	2.040362	1.624021	2
13084	0.230410	1.662380	2
71387	11.361588	1.341369	1
77653	13.493501	1.047205	1
6855	0.000000	0.168477	2
6191	1.060738	1.661210	2
29959	11.022602	1.414362	3
31561	7.723795	1.236568	3
41612	9.148800	0.668604	3
69375	13.358795	1.209205	1
15705	0.390248	0.404979	2
10140	7.494950	0.329136	2
80432	10.518565	1.590485	1
30833	13.661432	1.542851	3
39525	8.853474	0.004689	3
51259	13.001829	0.158181	3
64186	14.237581	1.097458	1
23618	4.001702	0.813864	1
3338	2.079529	1.041233	2
35216	10.091610	1.660868	3
70961	6.376464	0.515307	1
10019	1.346473	0.525944	2
10773	2.264652	1.157058	2
51072	2.823295	0.946412	1
35416	6.242251	1.331740	3
68108	8.997259	0.168994	1
16727	9.122712	0.023633	3
50894	0.587852	1.599268	1
17721	3.225276	1.243063	2
10877	9.087697	0.784224	2
41551	10.340865	0.616157	3
22779	8.444846	0.524223	3
28439	4.706889	0.115419	1
65484	14.823885	0.441543	1
23891	2.342353	1.020077	1
36887	11.503226	1.427935	3
34310	6.720387	1.599492	3
5141	5.647555	0.640216	2
43455	11.264193	1.583760	3
6508	6.792610	0.694462	2
53841	3.978851	1.230817	1
69317	8.829858	1.433947	1
36816	11.857570	1.639926	3
45421	9.758874	0.865652	3
33204	10.399809	0.647293	3
8629	0.000000	0.427789	2
1106	6.466348	0.112289	2
20304	13.773713	1.069422	3
0	0.000000	0.896046	2
26174	2.376301	0.940742	1
11754	1.919034	1.575493	2
28077	12.501788	0.483686	3
38935	0.000000	0.850533	1
6555	7.747754	0.348944	2
13787	0.000000	0.917322	2
61128	6.952897	0.047528	1
7816	4.622309	1.554865	2
11873	0.000000	1.025834	2
12200	3.755847	1.230401	2
6872	1.896044	1.286832	2
41492	6.085048	0.715492	1
65355	9.674790	0.854310	1
31481	3.472981	0.267157	1
10464	4.095630	0.026583	2
72257	13.469096	1.442240	1
45813	9.113073	1.161545	3
67368	11.836364	0.676353	1
65600	6.758730	0.975756	1
27187	10.495314	1.234142	3
65067	10.827702	0.293328	1
5346	2.525630	0.480463	2
26162	3.348223	0.964745	1
9094	5.531361	1.302467	2
26067	8.890833	0.442859	3
37046	10.848534	0.572158	3
12286	0.106428	1.194875	2
23711	2.887125	0.029476	1
28308	9.215374	1.625785	3
74164	11.866290	0.679317	1
16325	2.273015	0.759931	2
20329	11.891952	0.297235	3
20016	10.888919	0.632375	3
68899	8.478709	1.159443	1
40584	9.518833	0.197435	3
45712	11.057868	0.581086	3
13105	2.274726	1.463918	2
37571	9.652239	0.420916	3
34227	11.550908	0.247724	3
10510	0.237808	0.414661	2
45612	12.900830	0.854946	3
56205	2.120891	1.446486	1
33303	5.594885	0.819812	3
13718	0.000000	0.713221	2
35728	8.590382	1.327833	3
72110	12.158861	0.191333	1
9200	0.000000	1.069510	2
12090	1.645879	0.442297	2
58822	3.661675	1.093760	1
25869	10.425720	1.241974	3
18360	4.876418	0.467923	2
9519	7.673064	1.264759	2
19267	8.771876	0.674682	3
11813	1.991436	0.953305	2
17059	9.963018	0.420166	3
16234	8.911940	0.945052	3
57041	0.000000	1.651908	1
73825	15.813095	1.673723	1
42885	10.225154	0.871772	3
74439	8.276207	0.941565	1
8866	3.736181	0.742748	2
70643	13.344343	0.535303	1
42423	9.352744	0.406879	3
55338	8.686872	0.285420	1
34476	11.424062	1.214577	3
65214	7.676688	1.623422	1
12567	5.199457	1.043867	2
43176	2.068471	0.020732	1
22264	4.838030	1.175593	1
60035	9.808732	1.076498	3
22773	13.479906	0.821275	3
20378	5.033733	0.588567	2
48191	4.075687	1.513401	1
8570	1.922058	0.466873	2
45491	2.637482	1.360664	1
6330	0.000000	0.349844	2
13465	0.000000	1.020119	2
37866	0.106546	0.683189	1
34332	8.466804	0.692327	3
49945	3.062697	0.019101	1
8500	2.863452	0.821140	2
69520	11.071015	0.869024	1
25183	5.343982	0.381279	3
35266	9.976630	0.372757	3
12561	0.000000	1.082182	2
25437	10.103130	0.873943	3
26090	1.801895	0.371489	1
10893	4.935717	1.233581	2
11186	0.000000	0.807051	2
66180	4.070424	0.428052	1
23038	3.373767	0.618307	2
20911	4.499706	0.904065	2
8100	6.858906	0.172896	2
29622	6.348781	1.330832	1
10812	3.874410	0.314812	2
23687	0.490716	1.201151	1
46382	12.594237	0.949490	3
9477	5.014504	0.695859	2
58519	2.891070	0.337750	1
53295	2.006584	1.207154	1
26036	13.115862	1.313532	3
17381	9.580452	0.929956	3
50909	2.046847	0.067529	1
38675	4.071886	0.866963	1
28964	10.007910	0.899346	3
23223	4.821686	1.157599	1
12458	8.638657	0.978930	2
41279	4.176494	0.769022	1
34197	11.708108	0.303972	3
24172	10.114431	0.016153	3
4898	0.000000	0.271604	2
6643	8.160404	0.035814	2
26449	5.190240	1.192934	3
44433	15.312099	0.943505	3
45963	3.783666	1.011333	1
9411	4.556555	0.952795	2
45467	10.902644	0.225593	3
10122	2.744123	0.227194	2
12367	3.616086	1.114418	2
5586	2.624279	1.058792	2
45584	11.136461	0.999109	3
78618	12.329881	0.732140	1
37094	9.347553	1.626058	3
45295	12.172600	1.563839	3
4492	3.247474	0.604962	2
27724	10.489372	0.069188	3
6433	0.000000	1.450327	2
12172	5.423067	0.530534	2
18281	11.301675	0.858625	3
9787	1.519348	0.456851	2
2313	0.000000	0.708049	2
18693	12.278752	1.010719	3
48738	10.167981	1.017867	3
42701	8.764649	0.599170	3
10201	7.775327	1.023827	2
30096	9.619735	0.504946	3
75447	8.581784	0.511873	1
31363	13.316210	1.652182	3
70537	10.913371	0.969364	1
58916	3.920934	0.863240	1
53920	13.288032	0.428437	3
25886	9.657347	0.164716	3
69077	11.594039	0.207419	1
34369	1.030753	1.010442	1
14052	1.705105	1.195111	2
36647	11.562202	0.876193	3
11025	0.981716	1.513506	2
43537	6.643410	0.550796	3
42279	11.955478	0.694629	3
5042	0.000000	0.694616	2
17643	9.836093	1.110246	3
2894	0.481323	1.609579	2
5866	5.542855	1.364905	2
26594	10.731647	0.333207	3
44226	1.745654	1.694941	1
11192	4.683670	0.881836	2
36494	5.091864	0.995771	1
30939	9.323802	0.792429	3
37279	9.037138	1.390628	3
46809	8.989208	1.444267	3
2202	2.546100	1.172905	2
28334	9.386685	0.345402	3
49856	8.789004	0.472822	3
15132	0.000000	1.380858	2
74630	13.862333	1.384302	1
9291	3.350759	0.197376	2
52640	3.482583	1.403224	1
33657	7.813104	1.276305	3
34826	6.982251	0.738265	3
40266	2.686715	0.520398	1
20756	6.105487	1.098466	2
80425	12.505821	1.412319	1
81204	9.465474	0.917965	1
5501	0.000000	0.915785	2
37973	10.264268	0.686823	3
64441	14.534463	0.998342	3
32070	10.740868	0.248615	3
22318	2.055312	0.754690	2
22211	8.450792	1.065494	3
28526	3.379229	1.646456	1
30263	10.647304	0.526473	3
9153	3.349157	0.595423	2
37264	10.316885	1.293454	3
15609	3.558910	1.025507	2
37195	14.707340	0.404481	3
64506	6.337307	1.224714	1
36574	12.010091	0.730800	3
33444	4.166512	0.344916	1
8328	2.529870	0.421266	2
16921	0.000000	0.139277	2
796	3.702180	0.951477	2
69262	8.035584	1.004638	1
27107	12.989137	1.546236	3
40053	2.220413	1.340666	1
27020	13.215510	0.358220	3
69959	9.722606	0.640617	1
25055	9.057053	0.997369	3
36915	8.080177	1.109178	3
39305	7.945003	0.959768	3
5021	3.612231	0.281006	2
55220	8.692159	0.383810	3
31860	10.487841	0.034698	3
10817	1.146285	1.197134	2
7174	2.323871	0.536631	2
16017	2.130564	0.842037	2
19986	10.501047	0.717966	3
6223	3.381438	1.234689	2
2719	0.000000	0.326654	2
17429	12.754581	0.245067	3
72581	13.247689	1.255634	1
21082	11.793290	0.723420	3
6811	2.988151	1.487758	2
36278	2.424245	0.563548	1
56743	11.573256	1.294239	3
42186	9.309674	1.223467	3
6756	2.452173	0.925722	2
70378	12.377913	1.383722	1
43783	7.811336	1.322417	3
6779	6.095126	0.481282	2
10785	3.632278	0.075157	2
69554	10.918568	0.888825	1
29343	9.018406	0.310324	3
5354	5.181281	0.355770	2
29853	11.180315	0.317258	3
27865	2.367851	0.826912	1
7613	0.000000	0.435360	2
35245	9.484544	0.423108	3
10304	3.748517	0.638576	2
13025	2.107746	0.900136	2
70364	6.357527	0.666427	1
62618	10.685280	0.722202	1
5118	5.298734	1.092349	2
65175	10.047592	1.184093	1
40857	9.242236	0.058859	3
46934	6.599214	1.005768	3
11383	8.452627	0.949188	3
58427	5.790017	0.585434	1
45362	8.594149	1.362661	3
43337	9.580249	1.525844	3
13005	7.040499	0.410302	2
9910	6.165298	1.268330	2
6813	1.969883	0.100450	2
24702	0.670176	1.555414	1
42600	10.862993	0.454602	3
22507	3.432949	0.584044	1
70686	12.603589	1.086369	1
67872	7.888733	0.092256	1
67889	10.113958	1.141153	1
71168	9.057861	0.477910	1
70659	13.437964	0.746819	1
75966	6.835606	1.322125	1
609	0.000000	1.247170	2
1149	4.756769	1.085629	2
74745	4.943192	1.476671	1
70422	11.406247	0.911475	1
34132	9.361418	0.104697	3
3415	9.092896	1.554779	2
4351	0.628118	1.660307	2
91011	19.806438	0.207698	1
43388	8.447399	0.276172	3
36735	5.062742	1.174465	1
25933	5.375321	1.532895	1
69730	9.918986	0.893284	1
3997	7.086729	0.664337	2
29356	3.586551	1.558130	1
42162	5.107076	1.382733	1
8807	5.907538	0.097496	2
32434	8.807437	1.003577	3
11228	4.085863	0.294322	2
11219	7.742813	0.059761	2
23644	3.548353	1.216651	1
19431	0.058214	0.932712	2
8219	3.758497	1.576847	2
6155	5.380035	0.057136	2
24526	4.808478	1.329597	1
26446	10.728477	0.533218	3
76477	12.242199	0.250233	1
3233	4.831602	0.931320	2
69231	11.860323	0.154445	1
0	3.498133	0.110307	2
53699	7.853649	1.407369	3
47037	2.295419	1.237216	1
36624	7.896841	0.891973	3
68711	15.429670	0.063078	1
16976	3.728282	0.447193	2
53689	10.948022	0.145229	3
71293	6.886473	1.085341	1
61723	10.336784	1.225956	1
10634	0.000000	0.770380	2
16128	3.456084	0.469350	2
23942	12.243425	0.412992	3
14944	3.085840	1.121749	2
15584	2.211023	1.399274	2
69662	6.429275	1.673794	1
31656	4.410660	1.141258	3
56311	12.295372	0.292317	1
45092	4.517923	0.190536	1
46381	1.404542	1.116919	1
55900	5.436100	0.623562	1
3718	3.001576	0.833415	2
57705	2.794121	0.311375	1
48499	3.263904	1.076619	1
74535	17.330065	0.874955	1
35397	12.367285	0.696454	3
70877	14.057284	0.978576	1
24431	8.726097	0.510455	3
52624	6.608842	0.079293	3
33152	10.401861	0.121137	3
45558	4.845918	0.762055	1
40268	10.903555	0.015560	3
37317	10.707018	0.978354	3
44228	8.809616	0.292980	3
29419	0.881461	0.618394	1
11506	4.453494	0.625035	2
63040	8.671560	0.156969	1
0	5.778673	0.314529	2
8207	0.332880	1.623171	2
6199	6.945096	0.589888	2
41500	11.158344	1.577585	3
12634	7.239056	1.601008	2
9374	3.694396	1.482657	2
39894	3.936355	1.289415	1
34682	1.955612	1.093294	1
58630	2.305648	0.168410	1
49545	5.760047	1.330761	3
14193	1.933757	0.904519	2
15705	0.000000	1.273227	2
12860	11.834631	0.163378	2
40983	10.202075	0.394574	3
7977	2.589719	1.510829	2
11832	0.000000	0.693206	2
48944	9.260118	1.379601	3
27201	8.591948	0.406273	3
26115	10.560118	0.374086	3
69958	11.823533	1.080523	1
0	3.335288	1.147929	2
67112	11.148479	0.860015	3
12505	2.688452	1.548532	2
7687	3.553117	0.351512	2
53595	0.420258	1.663195	1
11694	3.397892	0.586036	2
49173	2.790133	0.023213	1
76768	13.273729	0.892347	1
40495	10.237024	0.307322	3
0	4.396580	1.636138	2
30620	1.700908	0.211544	1
2020	9.273922	1.098781	2
41334	6.505108	1.174809	3
32081	10.201390	1.345741	3
40496	10.919491	0.315026	3
10132	5.358917	1.584241	2
3626	0.000000	0.199336	2
51631	11.506069	0.481701	3
13669	4.250331	0.672150	2
48773	6.428381	0.979749	1
51644	5.621402	0.685502	1
24806	2.256284	1.110944	1
6888	0.000000	1.209231	2
4428	5.420795	1.591093	2
36484	7.228966	0.807391	3
12861	0.000000	0.502533	2
13496	4.888065	1.195225	2
70127	14.658386	1.146300	1
32397	8.737269	1.524760	3
24588	6.996916	1.117834	3
29755	3.191523	0.685409	1
38011	12.085347	1.429345	3
48233	8.158422	1.353308	3
45610	5.998407	0.797578	1
7654	6.289724	1.251745	2
34707	7.679369	0.256446	3
45365	9.436271	0.531407	3
13597	3.606107	1.481483	2
68892	7.698293	0.543890	1
864	0.000000	0.973796	2
8790	0.621570	1.178161	2
21070	7.837268	0.325047	3
37230	12.240812	0.170326	3
28633	3.055093	1.186163	1
40471	2.973389	1.144234	1
28339	7.026416	1.697918	3
983	1.657276	0.281360	2
61968	6.938261	1.212802	1
37858	6.293115	0.748750	3
69851	11.366687	1.585206	1
19442	6.030114	1.221514	2
27377	8.259803	0.029945	3
9075	0.558861	0.712538	2
74202	16.447672	0.175883	1
8915	4.449871	0.291323	2
58766	0.294883	0.793169	1
31948	11.541935	1.150949	3
63035	12.104502	0.814361	1
5814	2.294693	0.888964	2
21465	0.000000	0.938361	2
67519	9.052200	1.506980	1
59183	0.000000	0.957448	1
62105	8.945567	1.036640	1
64109	10.755228	0.628587	1
35928	10.097501	1.442392	3
52790	3.742006	0.455067	1
30556	7.296190	0.043658	3
11575	0.976893	0.920363	2
69959	13.164269	1.010368	1
53949	3.744978	0.657054	1
25775	10.341509	0.508070	3
7150	1.352230	1.676512	2
8506	1.095496	1.240559	2
51103	10.602092	0.655139	3
69095	11.664783	0.064313	1
10191	5.267458	0.904174	2
40324	10.853237	0.916115	3
29501	5.851263	1.529559	1
9392	4.558111	1.696267	2
63789	10.262787	0.462604	1
5287	7.816766	1.268530	2
15613	8.685520	0.126445	3
32240	4.600280	0.121220	1
19409	7.602126	0.358534	3
66887	5.846630	0.624647	1
76009	12.132502	0.045636	1
41180	2.945584	1.634944	1
9287	12.650004	0.596395	3
8884	5.890797	1.322855	2
74081	11.485668	1.167611	1
14084	0.740067	1.404263	2
35898	10.110326	1.098180	3
39941	0.825782	1.224175	1
25312	8.908579	0.960436	3
11857	2.134223	0.976977	2
53131	2.278118	0.675157	1
9077	0.000000	0.636015	2
39565	6.978120	0.666649	3
70113	10.547568	1.400671	1
7516	0.000000	0.575976	2
69200	8.589812	0.326454	1
25083	5.003734	1.192093	1
9073	1.594113	1.547230	2
7629	2.530826	1.378062	2
11202	0.301910	0.194517	2
7505	0.059084	1.668107	2
26196	9.871850	0.943112	3
26733	7.438584	0.177865	3
9315	7.158356	0.138851	2
34562	9.155781	1.469760	3
35167	12.662876	1.648307	3
66915	12.719640	1.465210	1
31223	11.875021	1.070534	3
10003	1.623989	0.200060	2
59643	4.807401	0.168912	1
36838	11.444550	1.532621	3
1878	0.040890	1.476692	2
10777	3.157850	1.413024	2
5008	0.000000	0.135019	2
27915	13.008100	0.793163	3
71164	11.902515	1.320524	1
7515	0.000000	1.384424	2
31650	9.343132	0.533110	3
32412	9.643988	0.642013	3
25763	11.562355	1.334760	3
30865	12.526698	0.787104	3
35002	8.709377	1.360058	3
35540	6.979195	0.509639	3
45790	9.114064	1.586095	3
6332	4.186472	1.250979	2
32338	8.684024	1.028265	3
9554	3.933743	0.926804	2
51211	8.874293	0.950356	3
59216	5.938464	0.794148	1
63495	8.947136	0.149185	1
54599	15.788291	1.221130	3
8229	0.000000	1.256158	2
20954	7.690803	0.554221	3
11452	3.008841	1.085732	2
7174	3.109461	0.361583	2
6322	0.000000	0.845281	2
74812	14.960501	0.695831	1
4929	0.000000	0.126229	2
12612	5.678775	0.887376	2
765	3.229848	1.565892	2
70425	11.635098	0.418843	1
74816	11.891954	0.015281	1
8984	6.116560	0.580922	2
17283	0.000000	1.492255	2
47801	7.794991	0.202811	3
8352	7.051157	0.112519	2
17331	11.506647	1.042842	3
51810	2.894239	1.280192	1
26544	8.786200	1.077855	3
8046	0.000000	0.385181	2
22817	6.511953	0.464954	1
16934	11.557693	1.495422	3
41864	11.186759	0.470095	3
31197	4.116189	0.044739	1
14733	5.021019	0.660228	2
8421	2.690475	0.980394	2
28892	12.547355	1.166876	3
28886	11.613795	1.418411	3
5730	7.227543	1.314328	2
24443	9.730204	1.204664	3
43715	11.024270	0.965824	3
53813	8.807970	0.571307	3
76663	11.543446	0.546856	1
55377	2.681087	1.178226	1
47303	9.892600	1.342426	3
1630	4.558753	0.487061	2
40933	7.325285	0.314900	3
32828	11.848990	0.594613	3
3443	3.498996	1.502155	2
26118	11.934779	0.752718	3
75438	10.006281	0.573178	1
8987	9.060629	1.321303	2
17972	2.055913	0.758652	2
35149	5.250971	0.626365	1
14478	2.265961	0.819788	2
36956	8.300616	1.089539	3
75209	14.807128	1.060424	1
43717	3.218715	0.944361	1
63513	8.347511	0.152797	1
65389	1.023955	0.758828	1
13123	2.846612	0.404825	2
16272	12.613338	0.862527	3
933	2.442075	0.562934	2
42843	10.444349	0.350302	3
68589	14.986885	1.527566	1
41207	12.605900	0.247477	3
47010	8.255210	0.490843	3
44471	10.270589	1.637106	3
1577	4.701716	0.281606	2
9404	3.812968	1.388284	2
28603	3.676967	0.972006	1
37295	11.803331	0.889159	3
4391	1.780767	0.653253	2
72301	11.314695	0.554947	1
7774	3.115494	1.269081	2
65784	10.309395	0.412566	1
25789	3.994528	0.331713	1
44959	1.990721	0.213230	1
27346	10.801662	1.033807	3
13242	7.564673	1.653969	2
40956	13.767899	1.178562	3
54849	7.288678	0.742840	3
25968	2.063029	0.375452	1
30655	10.094761	0.089801	3
32751	8.007144	1.257342	3
33041	10.937062	0.362347	3
73007	15.731992	1.322007	1
29720	5.597327	1.485829	1
34907	11.611605	1.685936	3
45238	1.581236	0.302395	1
10170	0.297553	0.867347	2
16810	0.000000	1.346356	2
58146	2.339877	0.686150	1
48969	10.984324	1.098181	3
12122	1.188982	0.786722	2
13816	8.015595	0.454783	2
13581	0.000000	1.599742	2
66803	4.216150	0.464711	1
34413	9.855286	1.547634	3
5438	3.421355	0.921668	2
50	2.260910	1.100073	2
66388	9.363993	1.160362	1
46955	10.735695	0.115240	3
43106	10.374444	1.036759	3
13579	2.106151	0.543108	2
22365	7.254212	0.695438	3
53191	3.326170	1.306609	1
8556	2.203546	1.036315	2
56905	1.417896	1.273102	1
46974	8.198801	0.430018	3
10688	0.582004	1.564656	2
27550	10.772881	1.690652	3
9607	3.329040	1.062857	2
6865	0.000000	0.597008	2
12519	6.014847	1.331678	2
18768	11.418720	1.340970	3
6534	4.623851	1.119555	2
35045	12.245665	1.508227	3
25028	10.052295	1.227000	3
46144	10.450582	0.209805	3
47817	13.185816	0.687095	3
45694	10.509028	0.498577	3
22828	6.624411	0.538440	3
32853	3.475865	0.146137	1
48276	6.136030	0.677706	1
24522	3.101560	0.828154	1
45662	7.720819	1.539891	3
65415	2.931673	0.698176	1
38909	4.148108	0.090240	1
78054	12.605724	1.685196	1
29654	10.442366	1.161791	3
59879	6.104080	0.143024	1
68368	9.813221	0.967045	1
11048	4.070022	0.666893	2
